iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
15,30.262503623962402,-34.21730582918728,3.2264372839494726,-21.220085916914158,-45.40553368740463,0.0,2.0312154176020853,0.1,0.18136286735534668,5.251718282699585,0.04706279,0.041813895,-38.83403540265709,-0.34218174983089417,-0.34218174983089417,0.0,9600,3.7896549701690674,0.014994854994942405,0.006700601642434292,153128,-20.401472898113962,0.0
16,30.474791288375854,-34.34516080156498,3.255871996660922,-28.070471598714764,-44.7849888020582,0.0,2.149422827505508,0.1,0.1814897060394287,5.377155065536499,0.04646348,0.045799285,-38.38514794254788,-0.3434445700907067,-0.3434445700907067,0.0,9600,3.760883092880249,0.012619361490005676,0.006282189588571271,162728,-19.498101168318023,0.0
17,31.78395986557007,-32.94171205253864,9.546031625185497,-19.96247862658814,-121.8782003651191,0.0,2.171972980085892,0.1,0.1743297576904297,5.238977432250977,0.044036973,0.035051323,-37.84080435354696,-0.3294207198776424,-0.3294207198776424,0.0,9600,3.8061108589172363,0.08826581471736938,0.04759044780820133,172328,-21.804724399518626,0.0
18,30.53806495666504,-32.596095260072595,4.231399146731249,-20.454301354270953,-44.271272355361695,0.0,2.2370014428264233,0.1,0.19904208183288574,5.27606201171875,0.040590223,0.033067565,-37.31633344419952,-0.3259637008084635,-0.3259637008084635,0.0,9600,3.8544676303863525,0.027145904802092606,0.011579441937199644,181928,-19.524005299426722,0.0
19,30.692145109176636,-31.91091561568025,2.855917071734985,-21.376168882405086,-38.25869607562618,0.0,1.8629862222305191,0.1,0.1843416690826416,5.25056004524231,0.034670793,0.04000441,-36.77579166134759,-0.31909507953774713,-0.31909507953774713,0.0,9600,3.891690731048584,0.011832641728235409,0.006758197238398611,191528,-18.707955594857722,0.0
20,29.929123640060425,-30.61952451928291,4.917555678234755,-0.3158467585326149,-41.361347163544025,0.0,2.0819272991638558,0.1,0.18324065208435059,5.15364408493042,0.0495243,0.052143976,-36.160164947141126,-0.30922778368098736,-0.30620914141248184,0.0,9473,3.806234836578369,0.021145197907825014,0.01175209760017836,201001,-18.905015724240798,0.0
21,30.643503665924072,-31.15702342761868,5.121457700194142,-6.859702147817309,-41.645402745679796,0.0,2.1370192601930595,0.1,0.18197011947631836,5.452329397201538,0.043133743,0.0422664,-35.65985079518889,-0.31231283794770354,-0.3115799849268422,0.0,9551,3.8468756675720215,0.02081658117648039,0.011110132099628873,210552,-18.716729462729234,0.0
22,30.547088623046875,-28.909710696587922,5.5990550595469095,-15.687798705142495,-41.912046944351985,0.0,1.8720574057654544,0.1,0.1638789176940918,5.505034685134888,0.044546023,0.049837194,-34.98483678532879,-0.2890862335668125,-0.2890862335668125,0.0,9600,3.9255924224853516,0.02178872096207643,0.011527344024265997,220152,-18.733799188031536,0.0
23,30.276453495025635,-26.621242838438878,6.05535624247398,-7.890923125005883,-39.76277126466757,0.0,1.961260600511972,0.1,0.17938637733459473,5.2399742603302,0.052254107,0.049267787,-34.1484773906398,-0.26829105861042574,-0.2662154036071513,0.0,9476,3.895254135131836,0.02988972743960405,0.01690576139254422,229628,-18.934453318663394,0.0
24,30.599222898483276,-24.56868066897589,6.150989945089163,-10.187685153390571,-37.06125834777119,0.0,1.9785742015062249,0.1,0.18433356285095215,5.352922439575195,0.04248481,0.043220248,-33.19049771847341,-0.24753839890807627,-0.24567875187798163,0.0,9488,4.112922668457031,0.032934312634727715,0.015522658828239371,239116,-18.7456805692633,0.0
25,30.419561624526978,-23.08147942095314,6.412363164129133,-7.380924397949689,-37.16161178766322,0.0,1.9195497775497254,0.1,0.17572450637817383,5.348704814910889,0.048088267,0.044774678,-32.17959588872139,-0.23312503102364115,-0.23084148481391634,0.0,9462,3.8706347942352295,0.023490403741050627,0.013746693903656392,248578,-18.729195078769504,0.0
26,30.372512340545654,-21.809730427776543,6.068379283735948,-7.380029138601583,-35.169566074566006,0.0,2.0866454440670945,0.1,0.18076658248901367,5.115264654159546,0.03827819,0.03886246,-31.142609342626905,-0.22120508582101506,-0.21812025211482666,0.0,9400,3.9210362434387207,0.03035223295662986,0.013147452127734235,257978,-18.67431229686111,0.0
27,30.72512197494507,-22.65894915512547,5.255211366581838,-11.3543499672493,-34.54074547112407,0.0,1.9786612764283693,0.1,0.17335176467895508,5.542565107345581,0.03882374,0.038165953,-30.294243323876763,-0.22700479694577555,-0.22660071598945708,0.0,9573,3.941227912902832,0.019364737419623277,0.009981155297272639,267551,-18.650286527776956,0.0
28,30.50865626335144,-20.39740576939401,5.00139860539985,-9.773622599709693,-28.38852889139436,0.0,1.795198084280174,0.1,0.19544172286987305,5.236072778701782,0.040341124,0.04272964,-29.304559568428488,-0.2060084966408974,-0.20398604134869278,0.0,9461,4.089855432510376,0.019016684925407472,0.007450111323838716,277012,-18.64042577945297,0.0
29,32.218974113464355,-20.121076995376036,4.630745667084753,-12.654965557275322,-28.83335158552782,0.0,2.1764147781150074,0.1,0.21877837181091309,5.789097785949707,0.047521677,0.04263068,-28.386211311123244,-0.20159212630597464,-0.2012438316174454,0.0,9578,4.29276180267334,0.01676082864843503,0.00818501913955222,286590,-18.61975777639296,0.0
30,31.576815605163574,-21.016852326438222,4.5388013346091665,-12.427657234784434,-28.336925026520984,0.0,1.7816965072443938,0.1,0.17858552932739258,5.386255979537964,0.04642134,0.03982905,-27.649275412654745,-0.21018983902165003,-0.21018983902165003,0.0,9600,3.9648232460021973,0.009174696987180844,0.003421322105055539,296190,-18.547829420332963,0.0
31,30.735961437225342,-20.04562210209839,4.811913918383264,-10.916319027327393,-27.511715820350265,0.0,1.917803141453774,0.1,0.17564797401428223,5.149183511734009,0.040467158,0.039098654,-26.888910081599107,-0.2008210547667824,-0.20046684757686062,0.0,9575,3.9276576042175293,0.007449926057916013,0.003209706364734249,305765,-18.607178119980993,0.0
32,30.735891580581665,-19.621640966222444,4.438852630818275,-11.116033675207253,-27.38302190857648,0.0,2.1331231321997923,0.1,0.17833232879638672,5.150321006774902,0.046140634,0.040958524,-26.162183170061443,-0.19624555878927355,-0.19624555878927355,0.0,9600,3.942603826522827,0.006533393530520906,0.003277540288269163,315365,-18.67448404058667,0.0
33,31.466918230056763,-19.261696862793467,4.761706198132415,-11.09416032369297,-28.35287819027504,0.0,2.244119643594264,0.1,0.1752479076385498,5.270218372344971,0.047785237,0.0440624,-25.472134539334647,-0.19263799045845897,-0.19263799045845897,0.0,9600,3.9163992404937744,0.013584199732057805,0.0067700389250098525,324965,-18.724499334611036,0.0
34,30.94333529472351,-20.320313881785722,4.402604884684791,-10.910695937408507,-30.97184325673893,0.0,2.7382316888202114,0.1,0.17635178565979004,5.153425931930542,0.046287145,0.03492967,-24.956952473579758,-0.20366987405372305,-0.20323230347198973,0.0,9570,3.924440383911133,0.029390331080850415,0.012229276077024773,334535,-18.65568017821389,0.0
35,30.924654006958008,-20.031544563598953,4.188148408247281,-11.223980917396386,-30.260095305187885,0.0,2.3695666272938465,0.1,0.188338041305542,5.331053972244263,0.04462452,0.036372796,-24.464411682581677,-0.20062278167452205,-0.2003267354552791,0.0,9580,3.981534004211426,0.021816454742575483,0.00972221806000809,344115,-18.829726819609697,0.0
36,31.16659379005432,-19.842571973431998,3.888010684468754,-12.783329551970114,-26.253948569643587,0.0,2.2877953893463596,0.1,0.1700916290283203,5.242170095443726,0.049128506,0.04478942,-24.00222771166671,-0.1984583391448068,-0.1984583391448068,0.0,9600,4.016708612442017,0.014394285464742466,0.007043696023565211,353715,-18.89274109783222,0.0
37,30.97949457168579,-19.84211276370946,3.6803583172548144,-9.046864117746416,-26.245562803000528,0.0,1.9323866761932829,0.1,0.18206262588500977,5.1436378955841064,0.041443076,0.040832926,-23.586216216870984,-0.19895650818849275,-0.1984332459312158,0.0,9562,3.9187028408050537,0.024143983181509225,0.00961472486189291,363277,-19.01487362529359,0.0
38,31.195504188537598,-19.854882949520277,4.633659276415142,-11.616710395759194,-39.37305649299297,0.0,1.8604462961695925,0.1,0.1828770637512207,5.239929676055908,0.049466968,0.044979006,-23.21308289013591,-0.1985791810627601,-0.1985791810627601,0.0,9600,3.9213953018188477,0.03749237878163267,0.01576831638408022,372877,-18.839214484540708,0.0
39,30.84923791885376,-20.634873823620573,4.174364848812726,-12.857537830160222,-28.289353101206583,0.0,2.039470937362506,0.1,0.1802070140838623,5.57512092590332,0.048250295,0.043480307,-22.95526198348438,-0.20646733398900716,-0.2063735848930096,0.0,9594,4.1647820472717285,0.02521448375046997,0.011207857713688457,382471,-18.684177253683366,0.0
40,30.822838068008423,-20.334613527939855,3.6192872482913887,-11.617310685993232,-30.564601525743047,0.0,2.5278166071664314,0.1,0.20227360725402832,5.287199974060059,0.057690684,0.037674353,-22.69319713792993,-0.20336250199322223,-0.20336250199322223,0.0,9600,3.954315423965454,0.022849663682460105,0.009555390316041246,392071,-18.752735989925533,0.0
41,30.74869990348816,-20.08440198416736,3.9275000532481563,-12.174632137259714,-28.840349482183754,0.0,2.095176040311162,0.1,0.183823823928833,5.133578538894653,0.039192684,0.044163745,-22.432317622553672,-0.20087625112421748,-0.20085956122976048,0.0,9599,4.0015130043029785,0.023020896878288486,0.01092584956818621,401670,-18.929677070643343,0.0
42,30.591984033584595,-19.92639827818536,4.0807690046510885,-12.005896055888368,-30.179542244420418,0.0,2.1817751796146103,0.1,0.20439815521240234,5.353755950927734,0.048844147,0.038398903,-22.181725688116842,-0.19967120940585326,-0.19928853667409277,0.0,9574,3.9049041271209717,0.02520480687688314,0.01007216528452002,411244,-19.07054287096463,0.0
43,31.01085662841797,-20.30489788509387,3.5948276858273416,-12.90207061385091,-29.125432875581108,0.0,2.0854827098884727,0.1,0.1896824836730957,5.359267234802246,0.04225289,0.04369002,-21.994042907814546,-0.20307120392792596,-0.20307120392792596,0.0,9600,3.9929280281066895,0.016277559522681895,0.0076904541996926186,420844,-18.957613468532156,0.0
44,30.73009753227234,-19.85075577711933,3.542585579113727,-12.08414668234969,-29.458847251452095,0.0,2.3394033314598293,0.1,0.17965221405029297,5.150163888931274,0.04379267,0.041433055,-21.779714194745022,-0.19852819758884363,-0.19852819758884363,0.0,9600,4.059791564941406,0.018341114672858663,0.008245117345364327,430444,-18.877481181944564,0.0
45,31.254520893096924,-19.80112568510127,3.3125154744565912,-12.426592616374109,-27.428981809234806,0.0,2.1879384705044957,0.1,0.20803403854370117,5.229574918746948,0.04447173,0.03980222,-21.581855343780646,-0.1980243501558101,-0.1980243501558101,0.0,9600,4.020910739898682,0.01952309974723119,0.011033218552543167,440044,-19.06531881303764,0.0
46,30.774330854415894,-18.952316087971862,3.4504025896937853,-11.251911436639416,-26.81553101503807,0.0,2.127342854520574,0.1,0.1732189655303955,5.169668674468994,0.04900502,0.044861328,-21.31890141819977,-0.18954212567718734,-0.18954212567718734,0.0,9600,3.986751079559326,0.015819824382412768,0.008285366496601042,449644,-18.944360464410856,0.0
47,31.113072872161865,-19.731964554219886,3.784443948022224,-12.161405775198556,-27.844828580764208,0.0,2.270702210455008,0.1,0.20138835906982422,5.229342222213745,0.053843487,0.041879173,-21.16020773180178,-0.19731614966330238,-0.19731614966330238,0.0,9600,4.011470794677734,0.020228631831008377,0.01111384857156783,459244,-18.954884564195332,0.0
48,30.779743671417236,-19.447743567718145,3.4960136037971727,-12.015061446910478,-32.187561830416705,0.0,2.4789181932521283,0.1,0.17732024192810059,5.152429580688477,0.047829356,0.03650336,-20.988961315393418,-0.19450358200081377,-0.19450358200081377,0.0,9600,3.9987356662750244,0.017339971528114565,0.008397736079022451,468844,-18.991102683957802,0.0
49,30.70620107650757,-19.629442882107337,4.05807491196595,-12.881843926411502,-30.53560611001747,0.0,2.4143090490615466,0.1,0.18521523475646973,5.211023807525635,0.051204108,0.04170178,-20.853009472064812,-0.1963216040971277,-0.1963216040971277,0.0,9600,4.0388712882995605,0.019026364535381753,0.010251353215794599,478444,-19.017305973551043,0.0
50,30.730220079421997,-19.545356485323666,3.8530049260885932,-6.911218221861558,-26.669845066033375,0.0,2.0295051041668133,0.1,0.17620325088500977,5.189359903335571,0.049081136,0.044776745,-20.7222441733907,-0.19606178696931256,-0.19547924608439624,0.0,9556,4.057872533798218,0.019025716037278644,0.00801878863517839,488000,-18.80639206869427,0.0
51,31.166412353515625,-19.341966152485213,3.862661622208227,-12.07827996065595,-27.96519812434571,0.0,2.495370914067169,0.1,0.19313883781433105,5.901236057281494,0.051832963,0.03669076,-20.58421637130015,-0.1936676885952048,-0.19344063035010117,0.0,9585,4.040191173553467,0.018320905310367057,0.00913016495683275,497585,-19.042638008109783,0.0
52,30.754798650741577,-19.33831266553048,3.8151096178849175,-12.611582692633007,-28.799839600491772,0.0,2.273790806748094,0.1,0.23806142807006836,5.381749391555786,0.052359436,0.04443605,-20.459626000723187,-0.193406835889763,-0.193406835889763,0.0,9600,4.070469379425049,0.017998094125742544,0.010169300943457346,507185,-19.08499160494971,0.0
53,31.00532865524292,-19.564601611947058,4.035383303335843,-10.886329506664284,-26.639973861608773,0.0,2.2749358910665207,0.1,0.181549072265625,5.331625938415527,0.05347306,0.04534691,-20.370123561845574,-0.1956728232042657,-0.1956728232042657,0.0,9600,4.016337633132935,0.0104514659194916,0.0030502719570173076,516785,-19.2443026030339,0.0
54,30.78983211517334,-19.023781125886945,4.213954924908682,-11.499238478503216,-26.613606180790804,0.0,1.919800534017336,0.1,0.17830824851989746,5.197152614593506,0.03861416,0.041182943,-20.235489318249712,-0.19026220140972236,-0.19026220140972236,0.0,9600,3.9788973331451416,0.010859708491565905,0.00634470621861671,526385,-19.207755185811994,0.0
55,31.23335099220276,-18.375200648099636,4.04792783630862,-11.042219335975052,-25.747146533620068,0.0,2.0978165969040234,0.1,0.18999052047729492,5.342066049575806,0.06935287,0.036102664,-20.049460451234708,-0.1837819691857218,-0.1837819691857218,0.0,9600,3.9961037635803223,0.014388740311511999,0.005795950221984287,535985,-18.71133163707669,0.0
56,31.011434316635132,-19.304167100088133,3.945411755041046,-12.045190974441937,-30.536281382060828,0.0,2.1578079457653656,0.1,0.18001294136047363,5.457606792449951,0.04780111,0.040677488,-19.97493111612005,-0.19312795077518122,-0.19307370632163615,0.0,9597,4.0752527713775635,0.027881117068728124,0.013248322063390276,545582,-18.712433491034858,0.0
57,30.868331909179688,-19.12290376926035,4.027430584484173,-6.641936693809417,-27.280210645923006,0.0,2.2506077353111635,0.1,0.19694185256958008,5.378424882888794,0.03622404,0.036832165,-19.88972838143408,-0.1924037075874565,-0.19125636813049077,0.0,9527,3.9943549633026123,0.031040158005504127,0.01795811823874102,555109,-19.011629593953558,0.0
58,31.346613883972168,-19.591141851625633,4.384656619463694,-11.791479926404048,-33.89415493335508,0.0,2.112062324579954,0.1,0.17674899101257324,5.468289375305176,0.05046552,0.048112795,-19.859869728453234,-0.1960285913408006,-0.19594129483429992,0.0,9594,4.080326318740845,0.02852486942716604,0.015243000433289381,564703,-18.357383931965206,0.0
59,31.358999252319336,-18.510543358228205,4.610580394065865,-10.95903470833036,-44.328821120000384,0.0,2.1316942376206396,0.1,0.17626404762268066,5.235246181488037,0.039243743,0.044115517,-19.724937091430732,-0.1851358622336159,-0.1851358622336159,0.0,9600,4.074566602706909,0.0773160838620039,0.03247893258426929,574303,-18.511442695399396,0.0
60,31.017027616500854,-19.370228059753174,8.049086704207328,-11.681403688954262,-88.62365131490279,0.0,1.9766522502083343,0.1,0.1815955638885498,5.522568225860596,0.04193326,0.040488195,-19.689466188262976,-0.19372873969459803,-0.19372873969459803,0.0,9600,4.092280149459839,0.15402644179730496,0.09572188939057735,583903,-17.67472178796265,0.0
61,30.866743087768555,-18.286224003653512,4.2071060783329175,-9.813610827613994,-27.988108862110998,0.0,1.7680913334169004,0.1,0.1774120330810547,5.173191785812378,0.035636418,0.05428962,-19.54914196980203,-0.18342707993418797,-0.1828886463266056,0.0,9563,4.033681869506836,0.05391977447610054,0.0117006863660316,593466,-18.39154334520986,0.0
62,31.303475618362427,-18.01628936038453,4.161576373577844,-11.1294968887076,-28.04080122615328,0.0,2.3066270920409835,0.1,0.18062210083007812,5.314747333526611,0.040282134,0.03390159,-19.39585670886028,-0.1801767210044364,-0.1801767210044364,0.0,9600,4.035494804382324,0.02059360000857787,0.010366220858521399,603066,-18.226203419876665,0.0
63,31.230788469314575,-19.28229117141674,4.0405773925309125,-11.739969867322062,-33.518296826108966,0.0,2.0201402499782053,0.1,0.17511606216430664,5.2720701694488525,0.04142126,0.04297291,-19.384500155115923,-0.1928468080061961,-0.1928468080061961,0.0,9600,4.0180511474609375,0.01793999675235147,0.0088049182406986,612666,-18.183490442424645,0.0
64,31.15050172805786,-18.61514709361416,3.5244578421618042,-11.934837678977281,-26.22558300049276,0.0,2.1354363194996053,0.1,0.1828610897064209,5.246237754821777,0.05324201,0.04191994,-19.307564848965747,-0.18617340359474574,-0.18617340359474574,0.0,9600,4.034829139709473,0.019359138032176242,0.009701162515184419,622266,-17.5684883691016,0.0
65,31.161994218826294,-18.1665356659478,4.0179883907321665,-10.832474460889154,-26.49810459180496,0.0,2.139897340584663,0.1,0.18091750144958496,5.236099720001221,0.06094333,0.03915839,-19.193461930663954,-0.18179901164608925,-0.18169195210864433,0.0,9593,4.035284757614136,0.038450935168099054,0.01725774816448601,631859,-17.5071180989527,0.0
66,30.597042560577393,-17.97788712026113,4.128551734542568,-8.216443495389093,-28.39711740616478,0.0,2.0407122057437825,0.1,0.1835620403289795,5.181218147277832,0.086931236,0.044050317,-19.07190444962367,-0.18181823474428752,-0.17980742308875505,0.0,9474,4.189497947692871,0.03642304126963069,0.017358105472154026,641333,-16.912474901271338,0.0
67,31.15521764755249,-19.43867555522036,6.401748420446551,-8.318362482381863,-65.30896388476506,0.0,1.9759552883474107,0.1,0.1699204444885254,5.20237398147583,0.050951537,0.04136947,-19.10858156018334,-0.19504940629370746,-0.19439516459729686,0.0,9557,4.202643632888794,0.14326527811169762,0.07502437881322349,650890,-18.582067637776003,0.0
68,30.86915135383606,-19.443891899607205,4.652884161379758,-9.132151132866367,-29.894714879223386,0.0,2.2315111931280316,0.1,0.1767129898071289,5.166697263717651,0.04539647,0.042544812,-19.142112594125727,-0.19542595906363636,-0.19445630482668083,0.0,9533,4.125747442245483,0.03591667390995175,0.013122431116999532,660423,-18.564789043262614,0.0
69,31.113609790802002,-20.128888431424794,4.1309601952538735,-12.455351608413006,-29.322305927212618,0.0,2.1504353153099385,0.1,0.17706537246704102,5.187194347381592,0.051776223,0.048687726,-19.240790177855637,-0.20136031335790716,-0.20131273569835276,0.0,9597,4.024144411087036,0.025513487850806177,0.012993483132435148,670020,-18.514112636263885,0.0
70,30.90465998649597,-19.5723813488768,6.384932117869295,-11.08770007334106,-69.11613258172964,0.0,1.9239110020501524,0.1,0.17235922813415527,5.131889581680298,0.045683485,0.038817074,-19.273949294957752,-0.19621466443837413,-0.19572502591152197,0.0,9567,3.9909117221832275,0.09239705310334655,0.05186117389740987,679587,-18.24538749476978,0.0
71,31.076380491256714,-19.901694703766115,4.395033234087611,-11.422906142548232,-35.42177126266123,0.0,2.0377274885978607,0.1,0.17618346214294434,5.249234437942505,0.053757884,0.0436434,-19.336723835838587,-0.1990270275449336,-0.1990270275449336,0.0,9600,4.08382248878479,0.043569432208523946,0.015631480839028874,689187,-18.15326057701418,0.0
72,30.553486347198486,-18.187033760754503,4.165606017108174,-6.571496021684637,-28.31039653619186,0.0,2.3005762490489388,0.1,0.17414641380310059,5.1510396003723145,0.063936025,0.029616212,-19.22175482833018,-0.18373284883573837,-0.18188060899570724,0.0,9480,3.985313653945923,0.03743505784053087,0.015784461618446825,698667,-17.65559624682637,0.0
73,30.719566822052002,-18.099631809390857,4.240786976099151,-10.937874765837647,-29.936955341236068,0.0,2.1520438884336213,0.1,0.18306612968444824,5.408133029937744,0.03990678,0.043601338,-19.109542526436247,-0.18153322392552354,-0.18101859214411564,0.0,9565,3.9906201362609863,0.025092205327018797,0.011638670071456171,708232,-18.156758416028005,0.0
74,30.783185243606567,-18.29598628700973,3.4273913620220333,-10.736233033151692,-26.45398549690747,0.0,1.9360273257133347,0.1,0.17180681228637695,5.110734224319458,0.039501015,0.04036181,-19.028186902493594,-0.18331439083228873,-0.18299009589876591,0.0,9577,4.0533127784729,0.021615389880791636,0.009269948405018547,717809,-18.13250121260049,0.0
75,30.586679220199585,-19.50332639690124,11.605578272882402,-11.314483622690796,-126.1272792988839,0.0,2.0027406417932028,0.1,0.17683935165405273,5.197472333908081,0.033084773,0.03380671,-19.07570085193436,-0.19505174084238766,-0.19505174084238766,0.0,9600,4.087892055511475,0.18335081615121787,0.04035189188068862,727409,-17.987713800938735,0.0
76,30.71793293952942,-17.793108617777893,3.618856062450924,-10.024080291119201,-27.142370017293345,0.0,1.9969769997303022,0.1,0.17102789878845215,5.158682584762573,0.052881587,0.042167462,-18.947441628518717,-0.17876652083466013,-0.1779621478388005,0.0,9547,4.231876850128174,0.04278834418234651,0.012087089790750813,736956,-19.23051445864491,0.0
77,31.521608114242554,-18.671970071528072,3.8668711599240204,-11.180871849757947,-26.718102320787914,0.0,1.8675190299918438,0.1,0.1958913803100586,6.723964214324951,0.07907928,0.04589865,-18.919894472819653,-0.18694681582734382,-0.18674826531755853,0.0,9587,5.578024387359619,0.0173628855974736,0.008717648153485257,746543,-18.883131449382933,0.0
78,35.56809639930725,-18.59931238055506,3.7937475302287917,-10.80185681359131,-27.26020669514739,0.0,2.092040858614609,0.1,0.31427836418151855,15.94115424156189,0.043670937,0.040068466,-18.887836263593194,-0.1864490391861385,-0.18600157246127255,0.0,9574,10.756523609161377,0.03213507636540374,0.011047791485986471,756117,-18.79960500043115,0.0
79,40.09966015815735,-18.297072824115237,3.986465472625942,-10.16318561371792,-25.424207107690506,0.0,1.7527463173824545,0.1,0.17742538452148438,5.192723274230957,0.07718025,0.051007498,-18.828759919645396,-0.1834271448905025,-0.18299883538317419,0.0,9569,4.694952964782715,0.03329108024287567,0.011509067464252265,765686,-18.945973588794356,0.0
