iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
45,19.930073022842407,-1156.0688608124126,1303.1008865383262,270.1830490215863,-4723.453194652782,0.0,1.8949519592838704,0.1,0.10869598388671875,2.4226062297821045,0.048767,0.051786523,-1793.2350331164646,-0.180565837237148,-11.565923221146695,0.0,9595,5.535524606704712,0.4448379624106448,0.2826824589427612,439997,-1482.0549527962326,0.0
46,19.910344123840332,-1426.03409434686,1541.972076551015,177.39103999162208,-4972.125628399484,0.0,1.8326689568330259,0.1,0.10619258880615234,2.31107234954834,0.04630215,0.051150247,-1756.5149392395042,-0.18431731303479038,-14.260358979701458,0.0,9600,5.733418226242065,0.35515105205932324,0.2420533848926364,449597,-1626.0156812559503,0.0
47,19.655776977539062,-1335.609271125634,1452.7667842780365,205.30896503153147,-4577.945714214764,0.0,1.7555020398306138,0.1,0.10724210739135742,2.317370653152466,0.048440043,0.05571034,-1714.4243724281173,-0.17868840462913282,-13.356090609334458,0.0,9591,5.627177715301514,0.34820113625097265,0.23605620395005372,459188,-1297.2980615166784,0.0
48,21.69682550430298,-1413.4299170572979,1473.543315744583,193.5567473888799,-4873.550236925689,0.0,1.7953699899968227,0.1,0.1463010311126709,2.33854079246521,0.050389472,0.056000594,-1684.3249268910354,-0.18243323286293198,-14.134308232862933,0.0,9600,5.871477127075195,0.34103349992943577,0.2281256819125048,468788,-930.6194108887308,0.0
49,20.69619369506836,-1630.1106060854097,1653.9384668478601,137.59263897269906,-4973.309446432107,0.0,1.8348013619217227,0.1,0.1153559684753418,2.5622055530548096,0.045837995,0.049467575,-1678.9034948104727,-0.18403658146071056,-16.301119914794043,0.0,9600,5.662928819656372,0.25157562221980256,0.17259831005563042,478388,-943.8482031166862,0.0
50,19.52893829345703,-1152.0128234768415,1396.7470935016352,130.97215029777885,-4975.496492423233,0.0,1.8668847994393452,0.1,0.1012427806854248,2.315892219543457,0.047090415,0.054540407,-1626.2144276771096,-0.1757703911969841,-11.520145391196985,0.0,9600,5.25906777381897,0.37736778696748824,0.232094313388066,487988,-940.0871449375384,0.0
51,20.326720476150513,-983.2803948509936,1161.9816030909644,108.75654804812467,-4773.475546359688,0.0,1.833578538448643,0.1,0.12117719650268555,2.2255859375,0.04774884,0.05173688,-1561.921024394498,-0.1719975690994937,-9.83803923576616,0.0,9600,5.53512167930603,0.46519046572575373,0.2611070781192378,497588,-942.4943246299297,0.0
52,20.164955854415894,-1040.6820127391768,1223.6249895566766,160.57322177815615,-4874.986365861533,0.0,1.7194478037020782,0.1,0.11765694618225098,2.2388501167297363,0.049852017,0.066223815,-1509.797123228966,-0.1722633205835534,-10.41205498725022,0.0,9600,5.555485725402832,0.3800297415544163,0.22475530333286917,507188,-938.9118901943071,0.0
53,20.49881339073181,-1410.0304981615598,1388.1335155736092,189.4821254778166,-4771.248957815343,0.0,1.9536624889322554,0.1,0.09216189384460449,2.3558425903320312,0.048090164,0.049514502,-1499.8204607222253,-0.17949455011493612,-14.105536216781601,0.0,9600,5.358660459518433,0.3252601643654826,0.19853222201014067,516788,-938.0640670427614,0.0
54,20.498342514038086,-1296.4241206208683,1282.7216852974302,302.5534343426493,-4822.730123262041,0.0,1.8166470234406176,0.1,0.1150197982788086,2.646059989929199,0.048752803,0.054845594,-1479.4808267120895,-0.17718632421211722,-12.969477990878785,0.0,9600,5.987694025039673,0.36246741073850575,0.24165721912575996,526388,-946.1885664267622,0.0
55,19.94911551475525,-1371.4970987821316,1503.1645797465908,175.33574157192274,-4880.456337508188,0.0,1.850280050826174,0.1,0.09737849235534668,2.2220091819763184,0.04818089,0.049845014,-1468.6824539190936,-0.18100083933554414,-13.720209815694707,0.0,9570,5.373053789138794,0.27674525786218024,0.18950068658197272,535958,-971.1352630093928,0.0
56,20.03095054626465,-1201.9648987565183,1270.7683836406877,169.09703030060376,-4732.297254290352,0.0,1.8679519824608724,0.1,0.10635519027709961,2.2807233333587646,0.049527593,0.05794331,-1442.0106984028362,-0.17862386148988887,-12.019665528156557,0.0,9600,5.372947692871094,0.30044920993253577,0.20328854835439117,545558,-984.5864360073283,0.0
57,20.22352123260498,-1327.478989817125,1305.2896696005018,71.9777534644655,-4922.307474358121,0.0,1.8027143074071996,0.1,0.11150360107421875,2.3876700401306152,0.048779044,0.052965395,-1430.5575275442652,-0.18127758861747365,-13.280027588617473,0.0,9600,5.4921393394470215,0.3308857554657426,0.20732731540106708,555158,-981.1090036985479,0.0
58,20.185704469680786,-1091.4328022788934,1311.3200073470064,84.92915603867041,-4674.608587059329,0.0,1.929004964059202,0.1,0.10236907005310059,2.3879783153533936,0.04879399,0.051074684,-1396.645055017728,-0.17289658012282313,-10.919563246789489,0.0,9600,5.6938722133636475,0.4366577835554111,0.2666486837829054,564758,-964.5076596502037,0.0
59,20.546050786972046,-1111.0762382715034,1293.1242124081054,197.8702518249531,-4522.401395771476,0.0,1.9549289604306475,0.1,0.11214494705200195,2.3309860229492188,0.049122863,0.049766835,-1368.0881733431056,-0.17558050797925814,-11.115997174645926,0.0,9600,5.407279968261719,0.40347944060132773,0.25098761204560927,574358,-966.5272980041897,0.0
60,20.681862354278564,-881.0122041042338,1101.5566640074612,112.17323150716147,-3774.755764915679,0.0,1.8429265479849077,0.1,0.11174631118774414,2.6617372035980225,0.049113676,0.052575022,-1319.3805764192184,-0.16931850241685972,-8.815360169083526,0.0,9600,6.204347133636475,0.4657832860323165,0.25809361372024775,583958,-1002.8960464694665,0.0
61,22.663132429122925,-1095.2400400145677,1228.8742617579148,99.60030214673563,-4671.784878418187,0.0,1.8073797374097773,0.1,0.11174726486206055,2.520768642425537,0.04730707,0.051636163,-1296.9665227787532,-0.17576106140032657,-10.957636061400324,0.0,9600,6.21000599861145,0.43891375065284827,0.2720375965467254,593558,-985.9014964097998,0.0
62,21.425987720489502,-1222.085483267518,1273.080832018306,189.28673063875405,-4572.236033615555,0.0,1.8888357298658696,0.1,0.11896157264709473,2.503657102584839,0.04893534,0.05023049,-1289.4784188276296,-0.17754339663640506,-12.226085063303072,0.0,9600,6.078131675720215,0.37654905568337393,0.24440653943626708,603158,-1119.100818561314,0.0
63,20.294995546340942,-1206.279550096135,1334.9601301819844,72.3070441500314,-4972.234523142542,0.0,1.688126995895668,0.1,0.09468722343444824,2.2547249794006348,0.049537364,0.05659369,-1281.1585319544802,-0.17803467799129521,-12.068034677991298,0.0,9600,5.3901636600494385,0.3600696804959197,0.20499107962869634,612758,-1232.4940697326479,0.0
64,19.801655769348145,-872.3013601042034,1267.384294538671,153.291146345255,-4876.319874343642,0.0,1.707235747472862,0.1,0.1126706600189209,2.26410174369812,0.046555866,0.057024118,-1240.2728147694527,-0.1703320284753563,-8.728248695142021,0.0,9600,5.134394884109497,0.42088134682311046,0.21022749470720284,622358,-1261.6896740459265,0.0
65,19.458613634109497,-1003.0889563071102,1125.4713964012603,84.48054194882602,-4728.189535918145,0.0,2.083030639685244,0.1,0.09408879280090332,2.313091516494751,0.04967587,0.049292658,-1216.5544289232184,-0.17591071389830984,-10.03091071389831,0.0,9600,5.264708042144775,0.3841403229246743,0.22520664144309738,631958,-1291.690470743553,0.0
66,19.312548637390137,-913.6386466307822,1225.7240660243867,93.81006764761618,-4729.395983085573,0.0,1.8717326704098385,0.1,0.09490680694580078,2.144500732421875,0.047640704,0.050141804,-1186.2628506939748,-0.17244834497175734,-9.136406678305091,0.0,9600,5.312521696090698,0.38399109071131204,0.23085988541013563,641558,-1275.893481043481,0.0
67,19.290916442871094,-763.2996610990517,1001.6572967641607,141.3934545048305,-4778.250310829985,0.0,1.9034189884235861,0.1,0.10647034645080566,2.116420030593872,0.047222745,0.050646316,-1143.9665317344825,-0.16781173285372342,-7.638228399520391,0.0,9600,5.320271253585815,0.41550401585068997,0.22918414377315094,651158,-1333.852170410884,0.0
68,19.365142583847046,-877.2489766219691,1105.1031603649606,112.20719874603734,-4671.595844982847,0.0,1.8066140010586347,0.1,0.1047677993774414,2.1152257919311523,0.048720047,0.054470457,-1117.2947762232313,-0.1731392045431737,-8.777722537876508,0.0,9600,5.128949403762817,0.36170713506920255,0.1913827845999465,660758,-1320.070357175139,0.0
69,19.190251111984253,-960.9851470704988,1214.890568555518,133.2923601902369,-4922.233928522785,0.0,1.8463823549937164,0.1,0.10658717155456543,2.152135133743286,0.046654567,0.04966086,-1101.6638133079582,-0.17466908163916084,-9.615085748305827,0.0,9600,5.112887382507324,0.3989314217567698,0.19416532873205558,670358,-1319.692072035234,0.0
70,19.381023168563843,-1054.1825244422373,1368.8341462637932,28.880073825059608,-4821.8125421393515,0.0,1.6837358470339225,0.1,0.10270237922668457,2.1798782348632812,0.047768272,0.059025727,-1096.915684421386,-0.17414176437806841,-10.547058431044736,0.0,9600,5.156681537628174,0.3843771295487284,0.22511791161091899,679958,-1460.6931352706047,0.0
71,19.428030729293823,-1086.6408797257434,1236.1299270814573,69.65228554085232,-4671.3255840484335,0.0,1.7968858654195676,0.1,0.1044003963470459,2.296051025390625,0.045963295,0.050934438,-1095.8882039518219,-0.17726901490052938,-10.87164401490053,0.0,9600,5.409821271896362,0.39695688952560976,0.23597789713184195,689558,-1597.9082101324507,0.0
72,19.53124451637268,-887.9954034560687,1283.244332462101,160.20889471965282,-4724.900997580705,0.0,2.024297368361754,0.1,0.10137820243835449,2.088085412979126,0.049430296,0.0474092,-1075.0989239022465,-0.17122936328179172,-8.885187696615127,0.0,9600,5.259687423706055,0.38778498697782204,0.19322680181712903,699158,-1740.7352029870167,0.0
73,19.404629707336426,-875.4992210433084,1177.3321884665984,31.64138245899908,-4921.549686799205,0.0,1.8102536326522771,0.1,0.09485793113708496,2.124546527862549,0.04989627,0.05521014,-1055.1389536163526,-0.1727086515909495,-8.755000318257617,0.0,9600,5.115290880203247,0.4411815042420375,0.2193287994203587,708758,-1743.610158298546,0.0
74,19.312376976013184,-967.2819017281267,1292.2743576481012,157.18990692259197,-4974.773357185181,0.0,1.6347264019777896,0.1,0.09741783142089844,2.167740821838379,0.048410516,0.05410071,-1046.3532484275302,-0.17408084225908538,-9.672830842259085,0.0,9600,5.273314952850342,0.36715505515986574,0.2170401941001374,718358,-1769.2331753943508,0.0
75,19.158002853393555,-893.8507741340767,1324.8576362534357,147.71067151713916,-4921.729146678867,0.0,1.78081822856985,0.1,0.1068413257598877,2.370893955230713,0.05008117,0.048662018,-1031.1030009981848,-0.1726896970457589,-8.938523030379093,0.0,9600,5.2608466148376465,0.4213965273350765,0.24899037721268705,727958,-1888.4945200795173,0.0
76,19.14560866355896,-773.9923875183499,1244.4585605280872,99.39493005110941,-4721.745673330354,0.0,1.7986140172571594,0.1,0.10481071472167969,2.153062582015991,0.049500152,0.051053155,-1005.3919396502014,-0.17015546012655702,-7.745155460126557,0.0,9600,5.346742391586304,0.41612408533495765,0.21026350194699778,737558,-1970.0068699087146,0.0
77,19.107173442840576,-962.8029797829475,1260.5823437546853,75.60270055416431,-4922.747684281038,0.0,1.7429840494161652,0.1,0.10116314888000488,2.0692312717437744,0.050349183,0.058778897,-1001.133043663476,-0.1722175264656999,-9.628050859799034,0.0,9600,5.393831491470337,0.40378287697224485,0.17639548484388226,747158,-1813.0533965953607,0.0
78,19.304409980773926,-867.5243822669569,1294.729813379805,137.57662954738393,-4974.470145743445,0.0,1.8294315809363775,0.1,0.09740519523620605,2.1347365379333496,0.05037734,0.0544071,-987.772177523824,-0.1690241519798661,-8.680482485313199,0.0,9600,5.3763816356658936,0.29683277997250984,0.1856698104555135,756758,-1828.6712448330704,0.0
79,19.490437507629395,-742.7414443272434,1059.7854691204052,56.616383601764426,-4623.128754114149,0.0,1.8116545292017296,0.1,0.08026766777038574,2.0999562740325928,0.047619,0.053520553,-963.269104204166,-0.16890068646590395,-7.4326506864659025,0.0,9600,5.172646999359131,0.4589365031101819,0.23835331441859234,766358,-2016.5285642172548,0.0
